PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, IGS08,,,,,,
4-character ID, P316,,,,,,
Station name, RequaYurokCN2006,,,,,,
Begin Date, 2006-07-01,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, P316.pbo.igs08.pos,,,,,,
Offset from source file, -3.66 mm North, -46.25 mm East, -3.42 mm Vertical,,,,
Reference position, 41.5591334341 North Latitude, -124.0861440056 East Longitude, 234.98198 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
2013-01-12,-14.3,-86.79,-10.74,2.06,1.59,7.17, rern6
2013-01-13,-14.2,-87.27,-7.67,2.06,1.63,7.3, rern6
2013-01-14,-12.92,-86.67,-10.57,2.08,1.62,7.28, rern6
2013-01-15,-14.55,-87.39,-14.51,2.11,1.65,7.38, rern6
2013-01-16,-13.93,-87.39,-7.31,2.11,1.62,7.44, rern6
2013-01-17,-13.64,-87.75,-12.12,2.1,1.6,7.33, rern6
2013-01-18,-13.78,-87.02,-6.25,2.09,1.62,7.28, rern6
2013-01-19,-14.55,-87.92,-8.29,2.05,1.58,7.15, rern6
2013-01-20,-14.67,-88.41,-9,2.07,1.61,7.23, rern6
2013-01-21,-14.58,-88.02,-6.16,2.04,1.57,7.12, rern6
2013-01-22,-14.51,-87.73,-5.53,2.09,1.59,7.26, rern6
2013-01-23,-12.41,-88.18,-5.11,2.25,1.7,7.68, rern6
2013-01-24,-14.61,-88.53,-6.58,2.2,1.71,7.6, rern6
2013-01-25,-14.25,-88.73,-6.08,2.19,1.71,7.66, rern6
2013-01-26,-13.41,-89.43,-3.27,2.21,1.71,7.75, rern6
2013-01-27,-12.96,-89.2,-12.37,2.1,1.62,7.31, rern6
2013-01-28,-13.72,-88.15,-6.49,2.09,1.61,7.28, rern6
2013-01-29,-14.05,-88.47,-7.42,2.1,1.63,7.31, rern6
2013-01-30,-12.46,-87.92,-15.61,2.06,1.59,7.18, rern6
2013-01-31,-14.75,-88.15,-11.91,2.07,1.6,7.23, rern6
2013-02-01,-14.44,-89.52,-11.7,2.04,1.58,7.08, rern6
2013-02-02,-14.57,-88.26,-14.63,2.05,1.57,7.13, rern6
2013-02-03,-13.82,-88.84,-4.01,2.06,1.59,7.16, rern6
2013-02-04,-14.03,-89.53,-8.81,2.1,1.61,7.32, rern6
2013-02-05,-14.68,-89.21,-1.91,2.17,1.66,7.58, rern6
2013-02-06,-13.24,-89.07,-4.44,2.23,1.64,7.67, rern6
2013-02-07,-13.09,-88.86,-4.03,2.19,1.66,7.61, rern6
2013-02-08,-14.87,-89.69,-0.35,2.14,1.61,7.43, rern6
2013-02-09,-15.29,-89.25,-3.25,2.16,1.64,7.5, rern6
2013-02-10,-13.94,-89.61,-17.65,2.08,1.59,7.29, rern6
2013-02-11,-14.59,-90.67,-10.62,2.06,1.58,7.2, rern6
2013-02-12,-12.05,-88.42,-10.01,2.16,1.65,7.5, rern6
2013-02-13,-14.05,-88.38,-12.86,2.16,1.65,7.55, rern6
2013-02-14,-13.88,-88.81,-8.09,2.07,1.59,7.2, rern6
2013-02-15,-14.2,-88.5,-8.97,2.05,1.58,7.12, rern6
2013-02-16,-13.63,-89.08,-10.8,2.08,1.61,7.28, rern6
2013-02-17,-12.84,-89.37,-5.08,2.09,1.61,7.33, rern6
2013-02-18,-14.67,-89.84,-8.64,2.09,1.62,7.33, rern6
2013-02-19,-13.83,-89.66,-0.85,2.15,1.64,7.48, rern6
2013-02-20,-14.32,-89.97,-8.38,2.04,1.57,7.1, rern6
2013-02-21,-14.03,-90.41,-10.92,2.09,1.61,7.3, rern6
2013-02-22,-14.23,-90.09,-4.46,2.17,1.66,7.51, rern6
2013-02-23,-14.12,-88.54,-6.35,2.26,1.74,7.87, rern6
2013-02-24,-13.45,-88.47,-12.76,2.03,1.58,7.09, rern6
2013-02-25,-13.3,-89.1,-15.02,2.14,1.65,7.47, rern6
2013-02-26,-14.36,-89.02,-13.07,2.06,1.59,7.18, rern6
2013-02-27,-14.49,-89.14,-10.28,2.15,1.67,7.56, rern6
2013-02-28,-13.74,-88.67,-10.09,2.08,1.63,7.33, rern6
2013-03-01,-14.5,-88.24,-11.62,2.07,1.61,7.28, rern6
2013-03-02,-15.52,-89.17,-10.87,2.12,1.65,7.44, rern6
2013-03-03,-14.69,-89.7,-10.63,2.12,1.66,7.44, rern6
2013-03-04,-14.49,-89.34,-9.88,2.15,1.67,7.49, rern6
2013-03-05,-13.96,-89.42,-7.3,2.1,1.64,7.34, rern6
2013-03-06,-13.96,-89.49,-3.34,2.16,1.68,7.63, rern6
2013-03-07,-14.75,-90.54,-7.54,2.07,1.62,7.29, rern6
2013-03-08,-14.77,-90.36,-13.57,2.04,1.58,7.1, rern6
2013-03-09,-14.34,-90.66,-8.06,2.12,1.65,7.38, rern6
2013-03-10,-14.87,-89.06,-10.83,2.06,1.6,7.15, rern6
2013-03-11,-13.83,-89.03,-9.38,2.07,1.61,7.2, rern6
2013-03-12,-14.39,-89.85,-6.7,2.08,1.61,7.2, rern6
2013-03-13,-15.46,-90.34,-7.32,2.12,1.64,7.38, rern6
2013-03-14,-15.97,-91.01,-12.72,2.19,1.68,7.57, rern6
2013-03-15,-13.64,-90.74,-14.19,2.14,1.66,7.41, rern6
2013-03-16,-13.5,-90.71,-7.44,2.07,1.61,7.21, rern6
2013-03-17,-13.72,-90.39,-6.21,2.08,1.62,7.24, rern6
2013-03-18,-13.51,-90.12,-13.22,2.01,1.56,6.95, rern6
2013-03-19,-15.72,-89.84,-11.3,2.02,1.57,7.01, rern6
2013-03-20,-15.24,-89.93,-10.83,2.18,1.69,7.58, rern6
2013-03-21,-13.88,-89.22,-11.18,2.02,1.58,7.04, rern6
2013-03-22,-13.74,-88.67,-7.86,2.07,1.62,7.21, rern6
2013-03-23,-13.99,-90.28,-8.52,2.04,1.6,7.15, rern6
2013-03-24,-14.25,-89.77,-12.01,2.04,1.59,7.12, rern6
2013-03-25,-14.5,-89.84,-8.91,2.07,1.61,7.17, rern6
2013-03-26,-14.54,-89.6,-8.66,2.02,1.58,7.01, rern6
2013-03-27,-13.08,-90.41,-6.8,2.07,1.63,7.26, rern6
2013-03-28,-13.14,-90.01,-5.67,2.13,1.66,7.45, rern6
2013-03-29,-14.66,-89.75,-7.08,2.14,1.69,7.55, rern6
2013-03-30,-14.38,-90.1,-5.85,2.1,1.64,7.39, rern6
2013-03-31,-14.55,-91.42,-7.23,2.15,1.69,7.57, rern6
2013-04-01,-13.2,-90.13,-11.59,2.3,1.84,8.3, rern6
2013-04-02,-14.19,-90.4,-4.79,2.12,1.66,7.49, rern6
2013-04-03,-15.34,-88.78,-4.01,2.16,1.7,7.64, rern6
2013-04-04,-15.87,-89.58,-3.12,3.67,3.13,13.96, rern6
2013-04-05,-15.37,-90.41,1.34,2.17,1.7,7.66, rern6
2013-04-06,-13.02,-90.61,-9.9,2.22,1.74,7.9, rern6
2013-04-07,-15.89,-90.03,-8.23,2.2,1.74,7.77, rern6
2013-04-08,-15.38,-90.51,-5.09,2.09,1.64,7.35, rern6
2013-04-09,-13.58,-89.65,-13.2,2.06,1.62,7.26, rern6
2013-04-10,-13.79,-89.84,-12.39,3.45,2.88,12.66, rern6
2013-04-11,-15.5,-90.22,-4.06,2.12,1.69,7.51, rern6
2013-04-12,-13.6,-90.11,-8.98,2.16,1.75,7.67, rern6
2013-04-13,-14.95,-90.24,-3.09,2.1,1.67,7.4, rern6
2013-04-14,-14.78,-89.82,-7.96,2.09,1.67,7.32, rern6
2013-04-15,-15.3,-91.29,-4.09,3.06,2.7,11.32, rern6
2013-04-16,-16,-89.29,-10.96,2.09,1.68,7.36, rern6
2013-04-17,-15.99,-89.62,-6.89,2.09,1.66,7.31, rern6
2013-04-18,-14.69,-89.43,-10.68,2.09,1.68,7.37, rern6
2013-04-19,-13.76,-90.4,-11.39,2.12,1.69,7.47, rern6
2013-04-20,-14.99,-90.48,-7.91,3.21,2.87,11.54, rern6
2013-04-21,-15.11,-90.33,-5.22,3.06,2.73,11.18, rern6
2013-04-22,-14.72,-90.68,-4.93,3.18,2.8,11.74, rern6
2013-04-23,-14.23,-91.78,-7.87,2.16,1.76,7.81, rern6
2013-04-24,-13.98,-90.43,-2.48,3.17,2.78,11.63, rern6
2013-04-25,-14.8,-90.53,-4.5,2.06,1.64,7.26, rern6
2013-04-26,-15.01,-90.33,-4.53,2.07,1.65,7.34, rern6
2013-04-27,-14.94,-91.19,-8.75,2.09,1.66,7.4, rern6
2013-04-28,-15.3,-90.81,-6.11,2.16,1.7,7.58, rern6
2013-04-29,-14.57,-91.73,-5.13,2.18,1.7,7.58, rern6
2013-04-30,-12.96,-91.11,-7.25,2.22,1.72,7.73, rern6
2013-05-01,-15.65,-90.25,-5.77,2.07,1.63,7.26, rern6
2013-05-02,-14.29,-90.78,-10.55,2.07,1.62,7.24, rern6
2013-05-03,-13.51,-91.2,-9.61,2.14,1.66,7.48, rern6
2013-05-04,-14.44,-91.04,-10.89,2.17,1.68,7.65, rern6
2013-05-05,-14.74,-92.21,-6.38,2.23,1.73,7.85, rern6
2013-05-06,-14.04,-91.54,-8.44,2.2,1.71,7.64, rern6
2013-05-07,-14.19,-91.64,-7.48,2.14,1.66,7.5, rern6
2013-05-08,-14.84,-89.88,-7.83,2.12,1.65,7.47, rern6
2013-05-09,-13.46,-90.76,-11.99,2.17,1.68,7.56, rern6
2013-05-10,-14.65,-91.74,-6.64,2.29,1.74,7.91, rern6
2013-05-11,-13.63,-90.04,-7.35,2.24,1.72,7.88, rern6
2013-05-12,-14.21,-89.84,-7.95,2.22,1.72,7.86, rern6
2013-05-13,-14.46,-91.43,-4.85,2.21,1.72,7.83, rern6
2013-05-14,-12.18,-92.05,-9.35,2.23,1.73,7.87, rern6
2013-05-15,-12.57,-92.38,-8.93,2.17,1.7,7.69, rern6
2013-05-16,-13.96,-92.15,-4.26,2.2,1.7,7.74, rern6
2013-05-17,-14.49,-92.04,-9.48,2.19,1.72,7.75, rern6
2013-05-18,-14.83,-91.76,-6.79,2.17,1.69,7.65, rern6
2013-05-19,-12.74,-90.26,-9.23,2.17,1.7,7.72, rern6
2013-05-20,-14.45,-91.08,-13.95,2.21,1.72,7.74, rern6
2013-05-21,-15.02,-92.07,-10.37,2.28,1.75,8, rern6
2013-05-22,-12.84,-91.31,-13.84,2.19,1.69,7.69, rern6
2013-05-23,-14.2,-91.17,-13.64,2.16,1.68,7.62, rern6
2013-05-24,-14.27,-91.35,-10.54,2.16,1.67,7.58, rern6
2013-05-25,-14.16,-91.1,-11.49,2.16,1.69,7.59, rern6
2013-05-26,-14.17,-91.8,-14.35,2.23,1.72,7.84, rern6
2013-05-27,-13.27,-92.83,-7.71,2.26,1.75,8.04, rern6
2013-05-28,-15.09,-92.23,-3.48,2.25,1.77,7.98, rern6
2013-05-29,-14.29,-92.33,-9.32,2.29,1.78,8.13, rern6
2013-05-30,-13.68,-91.1,-7.58,2.18,1.71,7.69, rern6
2013-05-31,-14.34,-92.06,-4.84,2.2,1.72,7.71, rern6
2013-06-01,-13.18,-89.93,-8.03,2.27,1.76,7.98, rern6
2013-06-02,-13.12,-92.73,-15.11,2.26,1.77,7.96, rern6
2013-06-03,-13.21,-92.45,-7.35,2.25,1.75,7.86, rern6
2013-06-04,-13.22,-91.92,-17.18,2.2,1.74,7.76, rern6
2013-06-05,-13.9,-92.26,-13.1,2.15,1.7,7.67, rern6
2013-06-06,-14.83,-92.79,-5.78,2.15,1.69,7.61, rern6
2013-06-07,-14.41,-93.27,-3,2.13,1.68,7.57, rern6
2013-06-08,-15.06,-93.04,-7.3,2.14,1.68,7.54, rern6
2013-06-09,-14.66,-92.76,-4.54,2.15,1.7,7.56, rern6
2013-06-10,-14.1,-92.86,-8.76,2.15,1.69,7.53, rern6
2013-06-11,-13.31,-92.5,-10.86,2.16,1.71,7.6, rern6
2013-06-12,-13.86,-92.29,-9.12,2.19,1.71,7.63, rern6
2013-06-13,-13.28,-93.67,-12.94,2.14,1.68,7.49, rern6
2013-06-14,-13.49,-92.49,-11.45,2.12,1.67,7.45, rern6
2013-06-15,-13.09,-92.23,-13.95,2.14,1.67,7.52, rern6
2013-06-16,-13.65,-91.96,-8.85,2.15,1.7,7.58, rern6
2013-06-17,-13.72,-92.98,-8.38,2.17,1.71,7.63, rern6
2013-06-18,-13.16,-93.15,-10.44,2.19,1.74,7.78, rern6
2013-06-19,-14.34,-93.55,-6,2.19,1.71,7.73, rern6
2013-06-20,-14.41,-92.88,-11.18,2.14,1.67,7.51, rern6
2013-06-21,-14.68,-93.62,-14.59,2.17,1.69,7.7, rern6
2013-06-22,-12.01,-93.2,-10.85,2.22,1.72,7.89, rern6
2013-06-23,-14.23,-93.85,-7.08,2.32,1.78,8.24, rern6
2013-06-24,-15.42,-94.09,-4.48,2.24,1.74,7.92, rern6
2013-06-25,-14.38,-93.01,-6.52,2.45,1.88,8.66, rern6
2013-06-26,-14.33,-92.42,-12.62,2.24,1.74,7.97, rern6
2013-06-27,-13.73,-93.33,-11.56,2.21,1.7,7.78, rern6
2013-06-28,-14.41,-93.22,-13.36,2.18,1.68,7.69, rern6
2013-06-29,-12.28,-92.72,-16.25,2.25,1.73,7.98, rern6
2013-06-30,-13.75,-94.04,-12.54,2.21,1.73,7.85, rern6
2013-07-01,-16.66,-94.31,-5.13,2.32,1.81,8.24, rern6
2013-07-02,-14.63,-93.54,-13.15,2.3,1.78,8.11, rern6
2013-07-03,-14.64,-94.71,-1.89,2.35,1.85,8.32, rern6
2013-07-04,-14.23,-94.05,-10.71,2.32,1.79,8.2, rern6
2013-07-05,-15.25,-92.82,-5.35,2.28,1.76,8.07, rern6
2013-07-06,-15.46,-92.67,-7.29,2.32,1.79,8.2, rern6
2013-07-07,-15.16,-91.83,-8.62,2.28,1.76,8.05, rern6
2013-07-08,-15.02,-92.35,-5.8,2.31,1.77,8.1, rern6
2013-07-09,-15.78,-92.34,-13.11,2.3,1.77,8.13, rern6
2013-07-10,-16.86,-91.91,-1.55,2.26,1.74,7.97, rern6
2013-07-11,-16.65,-91.3,-6.74,2.34,1.83,8.28, rern6
2013-07-12,-16.61,-93.66,-4.99,2.26,1.74,8.02, rern6
2013-07-13,-16.72,-92.31,-7.65,2.29,1.75,8.07, rern6
2013-07-14,-19.07,-91.44,-5.46,2.31,1.76,8.12, rern6
2013-07-15,-17.36,-91.97,-9.6,2.38,1.8,8.36, rern6
2013-07-16,-19.74,-91.01,0.56,2.36,1.79,8.33, rern6
2013-07-17,-17.77,-90.1,-8.16,2.37,1.82,8.36, rern6
2013-07-18,-19.21,-90.73,-9.99,2.33,1.78,8.25, rern6
2013-07-19,-18.55,-90.95,-1.48,2.39,1.8,8.37, rern6
2013-07-20,-18.73,-91.08,2.48,2.32,1.76,8.18, rern6
2013-07-21,-18.94,-91.17,-1.86,2.35,1.78,8.22, rern6
2013-07-22,-20.02,-92.16,-5.62,2.31,1.77,8.15, rern6
2013-07-23,-21.07,-91.39,-9.73,2.4,1.8,8.37, rern6
2013-07-24,-21.13,-91.01,0.04,2.44,1.8,8.38, rern6
2013-07-25,-22.98,-88.87,-2.65,2.49,1.79,8.49, rern6
2013-07-26,-21.89,-90.56,-1.13,2.41,1.81,8.38, rern6
2013-07-27,-21.8,-90.94,6.79,2.44,1.83,8.53, rern6
2013-07-28,-23.99,-90.41,8.66,2.38,1.79,8.34, rern6
2013-07-29,-23.85,-90.92,4.33,2.38,1.79,8.27, rern6
2013-07-30,-22.51,-91.41,5.19,2.34,1.76,8.21, rern6
2013-07-31,-25.65,-90.81,9.24,2.41,1.79,8.4, rern6
2013-08-01,-23.35,-91.17,4.26,2.37,1.78,8.27, rern6
2013-08-02,-25.96,-89.5,4.24,2.4,1.79,8.37, rern6
2013-08-03,-24.74,-91.11,5.1,2.4,1.8,8.46, rern6
2013-08-04,-24.41,-91.93,3.62,2.41,1.82,8.5, rern6
2013-08-05,-24.79,-89.55,13.25,2.48,1.84,8.7, rern6
2013-08-06,-27.06,-89.51,2.39,2.42,1.82,8.56, rern6
2013-08-07,-25.38,-90.45,14.9,2.43,1.81,8.56, rern6
2013-08-08,-27.6,-90.09,10.51,2.48,1.86,8.72, rern6
2013-08-09,-26.61,-89.83,5.57,2.55,1.9,9, rern6
2013-08-10,-27.15,-87.73,13.12,2.52,1.88,8.84, rern6
2013-08-11,-27.4,-88.35,11.22,2.46,1.83,8.6, rern6
2013-08-12,-25.81,-89.27,14.28,2.49,1.84,8.75, rern6
2013-08-13,-26.87,-90.2,10.21,2.51,1.87,8.76, rern6
2013-08-14,-28.03,-87.53,6.23,2.5,1.86,8.72, rern6
2013-08-15,-26.09,-87.04,11.7,2.54,1.89,8.97, rern6
2013-08-16,-27.63,-87.58,21.05,2.53,1.87,8.84, rern6
2013-08-17,-28.07,-88.16,12.42,2.55,1.89,8.97, rern6
2013-08-18,-25.51,-88.23,4.1,2.5,1.87,8.81, rern6
2013-08-19,-27.87,-90.45,-0.81,2.51,1.88,8.84, rern6
2013-08-20,-25.65,-90.74,2.48,2.53,1.9,8.97, rern6
2013-08-21,-24.06,-88.56,8.35,2.56,1.91,8.95, rern6
2013-08-22,-26.32,-87.03,6.62,2.65,1.96,9.27, rern6
2013-08-23,-24.11,-89.13,1.17,2.5,1.88,8.82, rern6
2013-08-24,-23.64,-89.66,-6.98,2.44,1.84,8.53, rern6
2013-08-25,-23.89,-89.98,-4.14,2.48,1.87,8.69, rern6
2013-08-26,-22.47,-92.93,2.92,2.49,1.89,8.77, rern6
2013-08-27,-21.1,-91.86,-12.67,2.41,1.82,8.44, rern6
2013-08-28,-21.31,-91.98,-12.63,2.43,1.84,8.6, rern6
2013-08-29,-19.98,-91.76,-8.08,2.53,1.89,8.91, rern6
2013-08-30,-21.67,-91.7,-11.94,2.41,1.82,8.44, rern6
2013-08-31,-21.02,-91.69,-13.97,2.45,1.84,8.6, rern6
2013-09-01,-21.99,-91.83,-13.97,2.5,1.88,8.72, rern6
2013-09-02,-22.29,-93.97,-5.29,2.49,1.87,8.78, rern6
2013-09-03,-21.61,-91.14,-13.47,2.54,1.91,8.85, rern6
2013-09-04,-23.18,-92.07,-13.08,2.5,1.87,8.72, rern6
2013-09-05,-20.98,-91.69,-11.25,2.41,1.81,8.4, rern6
2013-09-06,-21.71,-91.07,-10.71,2.43,1.84,8.56, rern6
2013-09-07,-21.78,-90.32,-12.38,2.48,1.86,8.61, rern6
2013-09-08,-21.11,-91.99,-7.64,2.43,1.85,8.54, rern6
2013-09-09,-20.73,-91.39,-2.21,2.42,1.82,8.5, rern6
2013-09-10,-19.39,-93.6,-5.2,2.38,1.78,8.3, rern6
2013-09-11,-20.38,-93.42,-3.19,2.41,1.8,8.44, rern6
2013-09-12,-19.38,-92.08,-12.05,2.46,1.85,8.57, rern6
2013-09-13,-19.49,-92.65,-8.86,2.46,1.84,8.65, rern6
2013-09-14,-19.99,-93.2,-8.24,2.47,1.85,8.72, rern6
2013-09-15,-19.24,-92.79,-8.12,2.46,1.84,8.63, rern6
2013-09-16,-18.64,-92.69,-7.19,2.44,1.84,8.57, rern6
2013-09-17,-20.25,-92.85,-1.37,2.49,1.86,8.71, rern6
2013-09-18,-19.95,-91.19,-12.13,2.43,1.82,8.5, rern6
2013-09-19,-19.22,-92.43,-13.13,2.4,1.82,8.45, rern6
2013-09-20,-18.83,-93.58,-9.93,2.5,1.86,8.75, rern6
2013-09-21,-21.76,-93.6,2.38,2.46,1.84,8.64, rern6
2013-09-22,-20.17,-93.68,4.29,2.43,1.81,8.51, rern6
2013-09-23,-22.23,-93.2,-4.71,2.57,1.93,9.16, rern6
2013-09-24,-18.97,-91.67,-10.98,2.47,1.86,8.73, rern6
2013-09-25,-17.71,-91.06,-14.29,2.49,1.88,8.78, rern6
2013-09-26,-21.49,-94.12,-9.84,2.41,1.83,8.49, rern6
2013-09-27,-20.82,-92.36,-7.01,2.41,1.83,8.52, rern6
2013-09-28,-20.72,-95.33,-1.64,2.42,1.83,8.53, rern6
2013-09-29,-18.43,-94.84,7.97,2.61,1.96,9.37, rern6
2013-09-30,-19.45,-90.72,-12.92,2.52,1.9,9.01, rern6
2013-10-01,-18.24,-93.7,-10.58,2.36,1.78,8.24, rern6
2013-10-02,-19.8,-93.01,-9.81,2.37,1.81,8.36, rern6
2013-10-03,-21.37,-95.5,-6.88,2.37,1.8,8.29, rern6
2013-10-04,-18.67,-93.31,-10.28,2.35,1.81,8.22, rern6
2013-10-05,-18.09,-93.92,-10.26,2.35,1.8,8.25, rern6
2013-10-06,-18.21,-93.54,-8.73,2.34,1.79,8.19, rern6
2013-10-07,-18.73,-92.43,-1.14,2.41,1.85,8.46, rern6
2013-10-08,-19.58,-94.59,-16.59,2.36,1.81,8.25, rern6
2013-10-09,-20.94,-93.99,-3.23,2.4,1.83,8.42, rern6
2013-10-10,-19.02,-92.32,-5.53,2.4,1.82,8.32, rern6
2013-10-11,-18.76,-94.04,-3.85,2.39,1.82,8.39, rern6
2013-10-12,-17.49,-93.78,-6.74,2.4,1.84,8.44, rern6
2013-10-13,-17.7,-94.13,-9.27,2.42,1.86,8.57, rern6
2013-10-14,-17.78,-93.96,-14.49,2.35,1.81,8.24, rern6
2013-10-15,-18.07,-94.7,-12.47,2.37,1.81,8.32, rern6
2013-10-16,-18.26,-95.26,-4.3,2.38,1.81,8.34, rern6
2013-10-17,-17.13,-93.23,-12.66,2.66,2.16,9.65, rern6
2013-10-18,-16.58,-94.62,-14.74,2.37,1.81,8.36, rern6
2013-10-19,-18.68,-94.29,-15.15,2.4,1.86,8.44, rern6
2013-10-20,-18.27,-94.1,-8.21,2.42,1.86,8.5, rern6
2013-10-21,-17.02,-94.91,-3.35,2.39,1.82,8.32, rern6
2013-10-22,-16.24,-94.01,-14.89,2.41,1.82,8.39, rern6
2013-10-23,-17.58,-93.7,-15.83,2.39,1.82,8.39, rern6
2013-10-24,-16.16,-94.19,-9.8,2.41,1.82,8.49, rern6
2013-10-25,-17.08,-95.73,-7.93,2.39,1.8,8.38, rern6
2013-10-26,-17.43,-94.96,-4.98,2.4,1.81,8.37, rern6
2013-10-27,-17.72,-94.54,-3.68,2.49,1.86,8.63, rern6
2013-10-28,-20.14,-96.42,-7.68,2.39,1.81,8.28, rern6
2013-10-29,-16.69,-95.33,-7.25,2.43,1.84,8.52, rern6
2013-10-30,-16.32,-94.48,-2.7,2.45,1.87,8.49, rern6
2013-10-31,-18.95,-94.89,4.54,2.49,1.89,8.66, rern6
2013-11-01,-17.3,-93.69,-8.55,2.43,1.82,8.48, rern6
2013-11-02,-19.83,-92.67,3.86,2.56,1.87,8.84, rern6
2013-11-03,-19.8,-96.1,-4.22,2.43,1.8,8.34, rern6
2013-11-04,-19.16,-95.53,-4.68,2.44,1.81,8.33, rern6
2013-11-05,-18.99,-95.5,-3.2,2.48,1.87,8.46, rern6
2013-11-06,-17.66,-93.78,-11.57,2.4,1.82,8.42, rern6
2013-11-07,-19.34,-94.96,-9.83,2.42,1.83,8.42, rern6
2013-11-08,-18.62,-94.89,-2.85,2.43,1.84,8.53, rern6
2013-11-09,-18.04,-94.48,-8.77,2.37,1.8,8.3, rern6
2013-11-10,-17.9,-94.5,-4.11,2.37,1.8,8.29, rern6
2013-11-11,-18.27,-94.32,-3.29,2.39,1.82,8.38, rern6
2013-11-12,-17.81,-94.77,-8.08,2.5,1.9,8.81, rern6
2013-11-13,-17.19,-95.42,-12.18,2.4,1.81,8.42, rern6
2013-11-14,-16.91,-96.08,-9.66,2.42,1.84,8.54, rern6
2013-11-15,-17.33,-96.36,-1.33,2.39,1.82,8.42, rern6
2013-11-16,-18.87,-95.63,6.68,2.39,1.82,8.47, rern6
2013-11-17,-18.47,-95.65,0.5,2.36,1.8,8.32, rern6
2013-11-18,-18.7,-95.25,-7.02,2.4,1.82,8.46, rern6
2013-11-19,-16.82,-96.05,-3.72,2.53,1.93,9.07, rern6
2013-11-20,-17.31,-95.68,-3.8,2.47,1.88,8.76, rern6
2013-11-21,-19.08,-96.41,0.55,2.38,1.81,8.34, rern6
2013-11-22,-17.8,-95.79,-13.77,2.36,1.81,8.28, rern6
2013-11-23,-17.73,-93.78,-7.94,2.34,1.8,8.21, rern6
2013-11-24,-16.89,-94.86,-10.47,2.35,1.81,8.25, rern6
2013-11-25,-17.76,-96.06,-7.57,2.37,1.81,8.21, rern6
2013-11-26,-17.71,-95.18,-4.92,2.44,1.88,8.47, rern6
2013-11-27,-17.28,-94.09,-13.83,2.34,1.81,8.18, rern6
2013-11-28,-17.35,-95.41,-7.1,2.35,1.8,8.23, rern6
2013-11-29,-17.66,-95.72,-4.52,2.38,1.82,8.26, rern6
2013-11-30,-18.78,-96.04,-5.82,2.4,1.81,8.32, rern6
2013-12-01,-18.16,-95.23,-7.35,2.39,1.83,8.31, rern6
2013-12-02,-17.35,-96.33,1.66,4.09,3.45,15.07, rern6
2013-12-03,-18.18,-96.07,-9.3,2.41,1.84,8.49, rern6
2013-12-04,-17.99,-95.15,-9.25,2.33,1.76,8.06, rern6
2013-12-05,-17.22,-96.43,-10.11,2.31,1.77,7.91, rern6
2013-12-06,-19.18,-96.08,-6.8,2.37,1.8,8.22, rern6
2013-12-07,-18.65,-96.59,-1.18,2.32,1.77,8.03, rern6
2013-12-08,-17.84,-97.85,-2.37,2.28,1.75,7.92, rern6
2013-12-09,-16.86,-97.62,0.05,2.27,1.7,7.82, rern6
2013-12-10,-18.16,-95.27,-4.23,2.37,1.77,8.15, rern6
2013-12-11,-17.39,-96.11,-7.58,2.37,1.76,8.12, rern6
2013-12-12,-19.18,-95.86,-1.03,2.53,1.91,8.74, rern6
2013-12-13,-17.11,-95.28,-5.05,2.42,1.8,8.31, rern6
2013-12-14,-17.65,-96.26,-7.74,2.42,1.79,8.37, rern6
2013-12-15,-18.5,-95.16,-1.58,2.41,1.81,8.29, rern6
2013-12-16,-17.93,-96.29,-1.74,2.45,1.85,8.52, rern6
2013-12-17,-17.43,-97.12,-7.44,2.37,1.8,8.25, rern6
2013-12-18,-18.09,-95.65,-3.96,2.4,1.8,8.39, rern6
2013-12-19,-17.01,-97.73,0.73,2.4,1.83,8.51, rern6
2013-12-20,-18.19,-95.75,6.76,2.34,1.76,8.15, rern6
2013-12-21,-16.48,-95.04,-0.59,2.39,1.79,8.32, rern6
2013-12-22,-16.08,-96.59,-8.52,2.38,1.78,8.34, rern6
2013-12-23,-17.56,-95.09,-7.5,2.4,1.8,8.35, rern6
2013-12-24,-17,-95.49,-14.73,2.38,1.79,8.3, rern6
2013-12-25,-17.84,-95.9,-11.55,2.35,1.76,8.18, rern6
2013-12-26,-17.91,-96.08,-1.4,2.35,1.75,8.15, rern6
2013-12-27,-17.21,-96.17,-11.69,2.41,1.83,8.36, rern6
2013-12-28,-17.06,-96.15,-10.82,2.36,1.78,8.25, rern6
2013-12-29,-17.34,-96.1,-7.29,2.33,1.75,8.15, rern6
2013-12-30,-17.77,-96.69,-7.96,2.39,1.8,8.4, rern6
2013-12-31,-19.01,-97.6,-2.78,2.56,1.94,9, rern6
2014-01-01,-17.77,-96.85,-10.21,2.41,1.79,8.36, rern6
2014-01-02,-16.69,-97.55,-9.52,2.35,1.75,8.17, rern6
2014-01-03,-16.9,-96.78,-10.81,2.41,1.77,8.34, rern6
2014-01-04,-17.94,-97.68,-9.49,2.37,1.77,8.2, rern6
2014-01-05,-18.07,-97.64,-11.14,2.4,1.81,8.37, rern6
2014-01-06,-18.05,-97.31,-4.81,2.4,1.77,8.36, rern6
2014-01-07,-17.43,-98.13,-11.11,2.46,1.8,8.43, rern6
